,overall,reviewText
4629653,0.0,"I think the color options are a little too colorful...
The keys are fairly easy to use while typing.

The function keys on this keyboard is pretty messed up for a keyboard that is trying to be able to fit all systems.
Anyway, I tried all of the function keys when I connected it on my computer and the basic ESC key opens a browser instead of a canceling function. extremely not user friendly on this.

Then when I use it with my note 3, none of the function keys work with or without holding the FN key. This time ONLY the ESC key works... I can't even use the BACK key... The arrow keys don't work properly... It stuck to a word underlined that is for auto correction and doesn't move away the blinker. What is this design?

Then I emailed them for support as they tried to get better rating by doing so. They failed, because the email relied me was to suggest I TRY some instructions. ""FN F1 for backspace"" F1 isn't even close to that... Then I was told to check the user manual which I already did before contacting them and the menu said so little.
You can try Fn + F1 for backspace.

For detailed function keys, pleas check the user manual about it."
6607488,0.0,"I use this to connect to my MacBook Pro.  I have the Samsung Syncmaster S24B300.  Is a good monitor, but requires I use a HDMI port or go with the other port analog. I used this cord/adapter for a little over two months and it quit working.  I did move the monitor each day, and I did unplug it and replug approx.  every day or more.  I noticed that it would sometimes, when connecting or unplug some other power not related, it would blackout the signal momentarily.  I went back to BlueRigger product as I had used  another monitor with HDMI and that BlueRigger cord/adapter lasted with the old monitor about  1 1/2 years.  The BlueRigger cord & adapter for HDMI does not have any momentary blackouts like the Moread had. The BlueRigger comes with a short adapter (8"") and a six foot HDMI cord.  So you get another approx. 8"" added on to the 6' of cord. These cords can fail, depending on how long you use them and how much you move them around.  Appears to work good so far, and I expect it to last as long as the other BlueRigger with the kind of use I do.  If I get 1 1/2 years with the BlueRigger, I will be more than happy.  BlueRigger is better.  Moread blah..  Product: mini dvi to HDMI"
5771060,1.0,"seller very responsive to questions on the fit.  Working with MTL900 initially it was not a snug fit, but after communication with the seller the key is to pinch the hinge area together and it will snug it up onto the MTL900 wand.  Terrific addition to your wand light to control spill.  Thanks Andoer."
3957927,0.0,"Unfortunately, while most reviewers report good results with this part, I must report the part did not work for me after installation.  Just nothing, no picture, no response.  I'm extremely disappointed."
1852825,0.0,"Received unit not from Amazon as I thought but from an outside vendor and it took 10 days to get here.
But it booted up, worked fine and I spent several hours loading data onto it. Within 3 days, it would not power up and now I get to send it back to Texas for a repair (hopefully) rather than get it taken care of at a local shop udner the Acer warranty. at least that's what they told me in India.
I may get it fixed, unload all my data and return it for a Toshiba. This is the second Acer computer I've recently purchased that has had major problems.
And it is the last Acer I will ever buy!

If you like to shoot dice with your data and don't need your computer for ANYTHING important, this may be a good model. If not, pony up a few more pennies and get a name brand with a solid reputation and stellar customer support. Sometimes cheap is expensive."
4410552,0.0,"there is not enough information. Also, there should better recommendation about the HDD
The techs refuse to believe that this unit was broken right out of the box!
Keeps sending notes in ""Tech-eez"" that I doubt if anyone could understand. -Lord knows I can't!
-And they shut down the plant for a Chinese holiday!
I  give up. wanna but a 130 cheap?"
3923437,0.0,"It cannot fit my cordless phone KXTG2343 correctly, so I returned immediately."
2215750,0.0,Totally crap. It doesn't move smoothly over ipad screen making it a nightmare to type using it. I'm not buying anything again from Adonit.
1966889,1.0,I have gone through around thirty ear buds in the last ten years. None of them had the ear comfort of these speaker pillows. The sound quality seems like full room speakers. These sound better than Bose sound systems.
5867635,1.0,Great fit and finish.  Comfortable to hold.  Provides what seems like good protection and has room for accessories.  I would recommend.
